species	rundate	headid	collection.date	population	position	Bdeadflowers	Bsingleseeds	Bsinglepappi	Bpappusseed	Beggcases	Ddeadflowers	Dsingleseeds	Dsinglepappi	Dpappusseed	Deggcases	Dtseeds	dissector	dissect.date	diameter 	intact.seeds	seed.id	plength	pwidth	drop.time	unattached.seeds 	cysts	stuck.seeds 	Aeggcases	Tseeds	Teggcases	seed.mass
n	8/9/2007	89	7/23/2007	BE	NA	91	33	33	73	0	17	4	12	0	0	4	Richard.Ashby	4/9/2008	22	25	3	18.2	32.1	3.21	24	0	1	0	160	0	0.0009
n	8/9/2007	89	7/23/2007	BE	NA	91	33	33	73	0	17	4	12	0	0	4	Richard.Ashby	4/9/2008	22	25	4	20.1	38.2	2.83	24	0	1	0	160	0	0.0026
n	8/9/2007	89	7/23/2007	BE	NA	91	33	33	73	0	17	4	12	0	0	4	Richard.Ashby	4/9/2008	22	25	5	19	34.2	3.54	24	0	1	0	160	0	0.0012
n	8/9/2007	89	7/23/2007	BE	NA	91	33	33	73	0	17	4	12	0	0	4	Richard.Ashby	4/9/2008	22	25	6	19.6	41.3	2.76	24	0	1	0	160	0	0.0012
n	8/9/2007	89	7/23/2007	BE	NA	91	33	33	73	0	17	4	12	0	0	4	Richard.Ashby	4/9/2008	22	25	7	20.2	38.6	3.25	24	0	1	0	160	0	0.0011
n	8/9/2007	89	7/23/2007	BE	NA	91	33	33	73	0	17	4	12	0	0	4	Richard.Ashby	4/9/2008	22	25	8	18.6	40.2	2.75	24	0	1	0	160	0	0.0009
n	8/9/2007	89	7/23/2007	BE	NA	91	33	33	73	0	17	4	12	0	0	4	Richard.Ashby	4/9/2008	22	25	9	21.1	36.7	3.52	24	0	1	0	160	0	0.001
n	8/9/2007	89	7/23/2007	BE	NA	91	33	33	73	0	17	4	12	0	0	4	Richard.Ashby	4/9/2008	22	25	10	20.3	34.3	NA	24	0	1	0	160	0	0.0011
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	1	19.7	32.4	2.06	24	0	13	0	124	0	0.0018
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	2	20.7	36.2	3.1	24	0	13	0	124	0	0.0024
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	3	18.4	39.2	2.3	24	0	13	0	124	0	0.0019
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	4	22.3	37.7	2.05	24	0	13	0	124	0	0.0023
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	5	16.5	30.7	2.85	24	0	13	0	124	0	0.0025
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	6	19.1	30.2	2.6	24	0	13	0	124	0	0.0018
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	7	28.1	32.5	3.25	24	0	13	0	124	0	0.0023
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	8	24.9	29.8	3.15	24	0	13	0	124	0	0.0023
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	9	18.3	29.4	2.8	24	0	13	0	124	0	0.0023
n	8/9/2007	90	7/23/2007	BE	NA	61	27	34	0	0	9	2	2	0	0	2	Richard.Ashby	4/9/2008	24.8	58	10	22.8	30.9	2.73	24	0	13	0	124	0	0.0024
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	1	17.7	28.8	2.79	59	0	1	0	127	0	0.0027
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	2	20.5	22.8	1.98	59	0	1	0	127	0	0.0035
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	3	20	24	2.22	59	0	1	0	127	0	0.003
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	4	18.4	34.3	3.56	59	0	1	0	127	0	0.0032
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	5	20.2	26.6	2.27	59	0	1	0	127	0	0.0034
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	6	21.1	30.5	2.86	59	0	1	0	127	0	0.0033
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	7	20.1	19.1	1.91	59	0	1	0	127	0	0.0035
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	8	20.6	29	2.66	59	0	1	0	127	0	0.0034
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	9	19	31.4	2.79	59	0	1	0	127	0	0.0035
n	8/9/2007	91	7/23/2007	BE	NA	21	0	0	0	0	6	0	0	0	0	0	Mason.Heberling	4/10/2008	44.3	67	10	20.4	17.7	1.87	59	0	1	0	127	0	0.0036
n	8/9/2007	92	7/23/2007	BE	NA	2	0	0	0	0	1	0	0	0	0	0	Mason.Heberling	4/3/2008	53.6	0	NA	NA	NA	NA	0	19	1	14	1	14	NA
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	1	20.2	38.5	3.46	16	0	16	0	278	0	0.0023
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	2	19.7	38.6	2.83	16	0	16	0	278	0	0.0023
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	3	21.2	36.9	3.1	16	0	16	0	278	0	0.0023
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	4	20.2	38.2	3.82	16	0	16	0	278	0	0.0026
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	5	19.6	39.4	3.59	16	0	16	0	278	0	0.0024
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	6	21.3	40.7	3.77	16	0	16	0	278	0	0.0022
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	7	21.1	39.8	3.98	16	0	16	0	278	0	0.0023
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	8	19.6	37.9	3.3	16	0	16	0	278	0	0.0024
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	9	19	35.7	3.38	16	0	16	0	278	0	0.0024
n	8/9/2007	93	7/23/2007	BE	NA	145	74	74	107	0	33	27	30	1	0	28	Maggie.Wilkens	3/15/2008	13.7	37	10	19.7	34.5	3.5	16	0	16	0	278	0	0.0024
n	8/9/2007	94	7/23/2007	BE	NA	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	4/4/2008	50.7	0	NA	NA	NA	NA	2	32	22	56	24	56	NA
n	8/9/2007	95	7/23/2007	BE	NA	0	0	0	0	0	0	1	1	0	0	1	Mason.Heberling	4/10/2008	43.8	0	NA	NA	NA	NA	0	15	11	1	12	1	NA
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	1	12.9	28.5	2.29	2	0	4	1	187	1	0.0021
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	2	16.8	37.4	2.67	2	0	4	1	187	1	0.0031
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	3	15.6	24.3	2.39	2	0	4	1	187	1	0.0021
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	4	13.8	25.9	2	2	0	4	1	187	1	0.0022
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	5	16.3	29.2	3.94	2	0	4	1	187	1	0.001
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	6	18.5	35.3	2.13	2	0	4	1	187	1	0.0026
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	7	16.8	28.2	3.13	2	0	4	1	187	1	0.0008
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	8	17.3	32.6	2.24	2	0	4	1	187	1	0.0027
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	9	14.6	26.2	2.19	2	0	4	1	187	1	0.0024
n	8/9/2007	96	7/23/2007	BE	NA	196	142	161	10	0	14	12	13	0	0	12	Rick.Pongrance	4/22/2008	29.4	17	10	17.5	31.4	2.08	2	0	4	1	187	1	0.0024
n	8/9/2007	97	7/23/2007	BE	NA	0	0	0	0	0	1	0	0	0	0	0	Maggie.Wilkens	3/6/2008	35.1	0	NA	NA	NA	NA	2	28	2	28	4	28	NA
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	1	19.7	38	2.8	20	0	20	0	178	0	0.003
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	2	20.6	40.2	3	20	0	20	0	178	0	0.0025
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	3	19.1	39.2	3.38	20	0	20	0	178	0	0.0027
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	4	19.8	37.7	2.75	20	0	20	0	178	0	0.0028
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	5	20.5	34.9	2.6	20	0	20	0	178	0	0.0027
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	6	19	38.2	2.91	20	0	20	0	178	0	0.0026
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	7	20	34.2	3.05	20	0	20	0	178	0	0.0026
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	8	19.8	38.7	2.7	20	0	20	0	178	0	0.0024
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	9	20.1	40.8	2.7	20	0	20	0	178	0	0.0028
n	8/9/2007	98	7/23/2007	BE	NA	38	46	45	10	0	45	41	38	20	0	61	Maggie.Wilkens	3/6/2008	34.7	21	10	18.7	37.9	2.74	20	0	20	0	178	0	0.0026
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	1	18.5	28.9	2.3	8	0	0	0	177	0	0.0017
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	2	18.6	29.8	2.45	8	0	0	0	177	0	0.0022
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	3	17.5	34.1	2.61	8	0	0	0	177	0	0.0022
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	4	19.1	29.1	2.44	8	0	0	0	177	0	0.0019
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	5	17.4	33.3	2.34	8	0	0	0	177	0	0.0023
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	6	16.7	16.2	1.13	8	0	0	0	177	0	0.0015
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	7	19.4	36.2	3.3	8	0	0	0	177	0	0.0026
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	8	16.9	32.3	2.37	8	0	0	0	177	0	NA
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	9	17.1	36.2	3.22	8	0	0	0	177	0	0.0024
n	8/9/2007	99	7/23/2007	BE	NA	109	19	25	80	0	37	23	24	9	0	32	Mason.Heberling	4/3/2008	38	38	10	17.9	34.3	3.25	8	0	0	0	177	0	0.0022
n	8/9/2007	100	7/23/2007	BE	NA	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	4/3/2008	46.9	0	NA	NA	NA	NA	0	43	38	81	38	81	NA
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	1	18.5	33.8	2.45	13	0	12	0	176	0	0.0029
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	2	19.4	29.4	3.1	13	0	12	0	176	0	0.0023
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	3	19.1	20.5	2.41	13	0	12	0	176	0	0.0024
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	4	16.9	30.5	2.66	13	0	12	0	176	0	0.0028
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	5	18	31.8	2.75	13	0	12	0	176	0	0.0029
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	6	17.7	34.1	3.1	13	0	12	0	176	0	0.0027
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	7	16.7	29.4	2.7	13	0	12	0	176	0	0.0023
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	8	18.6	29.1	2.93	13	0	12	0	176	0	0.0015
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	9	18.9	31.1	3.11	13	0	12	0	176	0	0.0018
n	8/9/2007	101	7/23/2007	BE	NA	147	99	109	1	0	30	14	14	0	0	14	Mason.Heberling	4/3/2008	32.5	37	10	19	33.4	3.91	13	0	12	0	176	0	0.0017
n	8/9/2007	102	7/23/2007	BE	NA	1	0	0	0	0	1	0	0	0	0	0	Mason.Heberling	4/10/2008	40.7	0	NA	NA	NA	NA	0	13	6	17	6	17	NA
n	8/9/2007	103	7/23/2007	BE	NA	0	0	0	0	0	0	0	0	0	0	0	Maggie.Wilkens	3/6/2008	45.2	0	NA	NA	NA	NA	19	33	19	33	38	33	NA
n	8/9/2007	104	7/23/2007	BE	NA	0	0	0	0	0	0	0	0	0	0	0	Caitlin.Sullivan	4/4/2008	32.8	0	NA	NA	NA	NA	2	28	5	45	7	45	NA
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	1	19.7	34.8	3.23	41	0	0	0	208	0	0.0032
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	2	20.2	36.6	3.76	41	0	0	0	208	0	0.0021
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	3	18.1	31.4	2.75	41	0	0	0	208	0	0.0026
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	4	17.6	31.1	2.7	41	0	0	0	208	0	0.0025
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	5	17.3	31.5	3.14	41	0	0	0	208	0	0.0023
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	6	16.6	25.5	1.91	41	0	0	0	208	0	0.0024
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	7	15.1	28.9	2.63	41	0	0	0	208	0	0.0027
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	8	21.1	38.6	3.63	41	0	0	0	208	0	0.0025
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	9	21.3	36.8	3.22	41	0	0	0	208	0	0.0029
n	8/9/2007	105	7/23/2007	BE	NA	121	52	83	15	0	66	57	60	1	0	58	Mason.Heberling	4/3/2008	38.9	42	10	18.5	30.6	2.53	41	0	0	0	208	0	0.0027
n	8/9/2007	106	7/23/2007	BE	NA	1	0	0	0	0	0	0	0	0	0	0	Maggie.Wilkens	3/6/2008	36.8	0	NA	NA	NA	NA	23	19	23	19	46	19	NA
n	8/9/2007	107	7/23/2007	BE	NA	0	0	0	0	0	0	0	0	1	0	1	Mason.Heberling	4/3/2008	48.9	0	NA	NA	NA	NA	0	12	0	0	1	0	NA
a	8/9/2007	108	7/30/2007	I	NA	125	100	129	0	0	1	0	0	0	0	0	Maggie.Wilkens	3/6/2008	16.9	0	NA	NA	NA	NA	1	0	1	0	102	0	NA
a	8/9/2007	109	7/30/2007	I	NA	0	0	0	0	0	0	0	0	0	0	0	Maggie.Wilkens	3/6/2008	17.1	0	NA	NA	NA	NA	4	2	4	3	8	3	NA
a	8/9/2007	110	7/30/2007	I	NA	0	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	4/10/2008	18.2	0	NA	NA	NA	NA	0	3	0	2	0	2	NA
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	1	12.4	16.4	2	19	0	3	0	122	0	0.0011
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	2	11.2	16.2	2.14	19	0	3	0	122	0	0.0009
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	3	11	14.8	2.08	19	0	3	0	122	0	0.0012
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	4	12.1	21.1	3.02	19	0	3	0	122	0	0.0012
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	5	11.5	16.2	2.115	19	0	3	0	122	0	0.0009
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	6	11.3	17.7	2.32	19	0	3	0	122	0	0.0009
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	7	11.8	11.5	1.675	19	0	3	0	122	0	0.0011
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	8	11.5	15.4	2.08	19	0	3	0	122	0	0.0012
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	9	11.8	17.6	2.44	19	0	3	0	122	0	0.0009
a	8/9/2007	111	7/30/2007	I	NA	70	54	55	0	0	45	15	23	0	0	15	Jennifer.Stella	5/16/2008	15.8	31	10	11.5	14.7	1.84	19	0	3	0	122	0	0.0009
a	8/9/2007	112	7/30/2007	I	NA	1	1	0	0	0	0	0	0	0	0	0	Mason.Heberling	4/10/2008	18.8	0	NA	NA	NA	NA	0	2	3	1	4	1	NA
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	1	12.9	22.3	3.09	17	0	0	0	119	0	0.0012
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	2	11.6	21	2.98	17	0	0	0	119	0	0.0015
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	3	13.5	18.8	2.3	17	0	0	0	119	0	0.0015
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	4	12.8	23.6	3.17	17	0	0	0	119	0	0.0012
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	5	12.2	22.3	3.42	17	0	0	0	119	0	0.0012
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	6	13.3	16.4	2.34	17	0	0	0	119	0	0.0013
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	7	13.4	20	2.75	17	0	0	0	119	0	0.0012
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	8	12.8	22.5	3.09	17	0	0	0	119	0	0.0015
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	9	12.4	21.5	2.38	17	0	0	0	119	0	0.0014
a	8/9/2007	113	7/30/2007	I	NA	89	57	67	0	0	25	24	31	0	0	24	Mason.Heberling	4/10/2008	19.6	21	10	14.3	19.7	2.5	17	0	0	0	119	0	0.0015
a	8/9/2007	114	7/30/2007	I	NA	2	0	0	0	0	2	0	0	0	0	0	Mason.Heberling	4/3/2008	21.1	0	NA	NA	NA	NA	0	5	3	13	3	13	NA
a	8/9/2007	115	7/30/2007	I	NA	0	0	0	0	0	0	3	0	0	0	3	Maggie.Wilkens	3/6/2008	19.8	0	NA	NA	NA	NA	0	3	0	8	3	8	NA
a	8/9/2007	116	7/30/2007	I	NA	75	52	89	0	0	35	4	39	0	0	4	Jennifer.Stella	5/16/2008	10.9	0	NA	NA	NA	NA	0	0	0	0	56	0	NA
a	8/9/2007	117	7/30/2007	I	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/20/2008	15.8	0	NA	NA	NA	NA	0	1	2	1	2	1	NA
a	8/9/2007	118	7/30/2007	I	NA	1	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/20/2008	15.6	0	NA	NA	NA	NA	0	4	0	4	0	4	NA
a	8/9/2007	119	7/30/2007	I	NA	0	0	0	0	0	1	0	0	0	0	0	Mason.Heberling	5/19/2008	18.4	0	NA	NA	NA	NA	0	1	0	3	0	3	NA
a	8/9/2007	120	7/30/2007	I	NA	2	0	0	0	0	0	0	0	0	0	0	Brosi.Bradley	5/19/2008	19	0	NA	NA	NA	NA	0	6	0	4	0	4	NA
a	8/9/2007	121	7/30/2007	I	NA	126	108	129	0	0	1	0	0	0	0	0	Jennifer.Stella	5/20/2008	14.4	0	NA	NA	NA	NA	0	0	0	0	108	0	NA
a	8/9/2007	122	7/30/2007	I	NA	3	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/20/2008	15.4	0	NA	NA	NA	NA	0	3	0	3	0	3	NA
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	1	11.1	12.5	1.75	12	0	8	0	46	0	0.0014
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	2	10	13.4	1.81	12	0	8	0	46	0	0.0013
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	3	10	9.8	1.41	12	0	8	0	46	0	0.0016
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	4	9.5	16	2.455	12	0	8	0	46	0	0.0013
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	5	9.8	14.2	1.69	12	0	8	0	46	0	0.0015
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	6	11	16.1	1.94	12	0	8	0	46	0	0.0014
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	7	10.2	17.2	1.75	12	0	8	0	46	0	0.0012
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	8	9.6	16.8	2.125	12	0	8	0	46	0	0.0014
a	8/9/2007	123	7/30/2007	I	NA	20	10	15	0	0	13	7	15	0	0	7	Brosi.Bradley	5/20/2008	18.8	9	9	10.5	14.5	1.685	12	0	8	0	46	0	0.0012
